ID_juge,completed,sex,selfDesc,annee,mois,level_studies,daltonisme,countries,hobby,freqexpo,date_connect,time_connect,validation,IP_vierge,commentaires
CAMO_6480_21300,yes,F,NA,1998,9,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,parfois,Hebdo,28/10/21,03:59:30 PM,0,oui,NULL
CAMO_7615_21300,yes,F,NA,1977,4,Graduate Degree ,no,United States of America,Quotidiennement,Mens,28/10/21,04:26:37 PM,0,oui,NULL
CAMO_5583_21300,no,NB,NA,2000,8,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,NULL,NULL,28/10/21,05:28:49 PM,0,oui,NULL
CAMO_5217_21300,yes,F,NA,1996,4,Graduate Degree ,no,United States of America,parfois,An,28/10/21,05:46:11 PM,0,oui,NULL
CAMO_8653_21300,no,F,NA,1987,10,Graduate Degree ,no,India,NULL,NULL,28/10/21,05:50:36 PM,0,oui,NULL
CAMO_9669_21300,yes,F,NA,1994,1,Graduate Degree ,no,United States of America,parfois,An,28/10/21,06:16:41 PM,0,oui,NULL
CAMO_8270_21300,yes,F,NA,1992,11,Graduate Degree ,no,United States of America,parfois,An,28/10/21,06:32:12 PM,0,oui,NULL
CAMO_9443_21300,yes,F,NA,1973,7,Graduate Degree ,no,United States of America,parfois,An,28/10/21,08:07:22 PM,0,oui,NULL
CAMO_8376_21300,yes,H,NA,1986,10,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,Quotidiennement,Jamais,28/10/21,10:04:37 PM,0,oui,NULL
CAMO_9941_21300,yes,F,NA,2002,7,Bac_general_technologique_professionnel_ou_equivalent,no,France,parfois,Jamais,28/10/21,11:32:26 PM,0,oui,NULL
CAMO_7199_21300,yes,F,NA,1979,1,Doctorat_(Bac_+_8),no,Turquie,non,An,28/10/21,11:42:41 PM,0,oui,Bon courage pour le traitement! Bien a vous!
CAMO_804_21300,yes,F,mujer,1985,1,Estudios_universitarios_superiores,no,hispano,non,Jamais,28/10/21,11:43:50 PM,0,oui,NULL
CAMO_9778_21300,yes,H,NA,1993,6,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,parfois,Mens,28/10/21,11:53:21 PM,0,oui,NULL
CAMO_1158_21301,yes,F,NA,1977,7,High_School,no,United States of America,parfois,Jamais,29/10/21,12:25:41 AM,0,oui,NULL
CAMO_2264_21301,yes,H,NA,1956,9,Graduate Degree ,no,United States of America,Quotidiennement,Mens,29/10/21,01:17:11 AM,0,non,The preference was to put it mildly bullshit. Why should I prefer one shitty looking blob of gray over another? What a crock.
CAMO_1884_21301,yes,H,NA,1980,9,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,Quotidiennement,Hebdo,29/10/21,02:08:59 AM,0,oui,NULL
CAMO_1748_21301,yes,H,NA,1983,4,Graduate Degree ,no,United States of America,non,An,29/10/21,06:14:38 AM,0,oui,NULL
CAMO_2999_21301,no,H,NA,1983,12,Graduate Degree ,no,Germany,NULL,NULL,29/10/21,07:48:46 AM,0,non,double_attempt
CAMO_7866_21301,no,H,NA,1983,12,Graduate Degree ,no,Germany,NULL,NULL,29/10/21,08:35:56 AM,0,non,"Double-attempt / Did not work properly, please discard (Alexandre Courtiol)"
CAMO_1468_21301,yes,H,Hétéro,1985,8,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),yes,France,Quotidiennement,An,29/10/21,08:43:06 AM,0,oui,NULL
CAMO_5333_21301,yes,H,NA,1983,12,Graduate Degree ,no,Germany,parfois,An,29/10/21,08:45:28 AM,0,oui,"Double-attempt / Due to crashes I had done part of the experiment before, so despite presenting me this time with the choice experiment, I had practiced with the target stuff earlier..."
CAMO_6966_21301,yes,F,NA,1970,8,CAP_BEP_ou_diplome_de_meme_niveau ,no,France,non,Jamais,29/10/21,08:55:58 AM,0,oui,"Oui, je souhaiterai être informée des résultats, merci de me les communiquer.Bises à Iseult d'Anaïs"
CAMO_4248_21301,no,H,NA,1993,6,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,NULL,NULL,29/10/21,09:56:42 AM,0,oui,NULL
CAMO_1526_21301,yes,F,NA,1962,6,Doctorat_(Bac_+_8),no,France,parfois,Mens,29/10/21,11:47:57 AM,0,non,NULL
CAMO_4747_21301,yes,F,NA,1970,10,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,souvent,Jamais,29/10/21,12:13:13 PM,0,oui,Camo_4747'21301
CAMO_6426_21301,yes,H,NA,1974,4,Graduate Degree ,no,Germany,parfois,An,29/10/21,01:30:24 PM,0,oui,NULL
CAMO_220_21301,yes,F,NA,1967,9,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,parfois,Jamais,29/10/21,02:03:43 PM,0,non,NULL
CAMO_3246_21301,yes,H,NA,1981,5,Doctorat_(Bac_+_8),no,Italie,parfois,An,29/10/21,02:04:50 PM,0,oui,NULL
CAMO_3436_21301,yes,F,NA,1966,5,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,non,An,29/10/21,02:08:36 PM,0,oui,NULL
CAMO_345_21301,yes,H,NA,1973,11,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,parfois,An,29/10/21,02:21:06 PM,0,oui,NULL
CAMO_8369_21301,no,H,NA,1994,9,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,NULL,NULL,29/10/21,04:00:22 PM,0,oui,NULL
CAMO_1893_21301,yes,F,NA,1950,1,Doctorat_(Bac_+_8),no,France,non,An,29/10/21,04:37:09 PM,0,non,NULL
CAMO_2038_21301,yes,F,NA,1981,11,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,parfois,An,29/10/21,10:12:57 PM,0,oui,NULL
CAMO_6876_21301,yes,F,NA,1990,11,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,parfois,An,29/10/21,11:41:57 PM,0,oui,NULL
CAMO_6690_21302,yes,F,NA,1988,2,Graduate Degree ,no,United Kingdom,non,An,30/10/21,09:00:42 AM,0,oui,NULL
CAMO_2473_21302,no,F,Femme,1980,4,CAP_BEP_ou_diplome_de_meme_niveau ,no,France,NULL,NULL,30/10/21,02:09:20 PM,0,oui,NULL
CAMO_3176_21302,yes,H,NA,1954,10,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,souvent,An,30/10/21,08:00:34 PM,0,oui,NULL
CAMO_1807_21302,no,F,NA,2001,8,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,NULL,NULL,30/10/21,08:56:15 PM,0,oui,NULL
CAMO_6713_21302,yes,H,NA,1981,3,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,franco,souvent,Mens,30/10/21,10:44:53 PM,0,oui,NULL
CAMO_5418_21303,no,H,NA,1966,3,Graduate Degree ,no,United States of America,NULL,NULL,31/10/21,12:23:30 AM,0,oui,NULL
CAMO_1777_21303,yes,F,NA,1996,8,Bac_general_technologique_professionnel_ou_equivalent,no,France,parfois,Jamais,31/10/21,02:09:17 AM,0,oui,NULL
CAMO_6283_21303,yes,H,NA,1969,4,CAP_BEP_ou_diplome_de_meme_niveau ,no,France,parfois,Jamais,31/10/21,06:56:28 AM,0,oui,NULL
CAMO_2475_21303,yes,F,NA,1976,4,Graduate Degree ,no,France,non,An,31/10/21,12:31:33 PM,0,oui,NULL
CAMO_1397_21303,no,H,C est quoi ce délire de proposer trans dès la 1,1982,7,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,NULL,NULL,31/10/21,05:52:29 PM,0,oui,NULL
CAMO_7818_21304,yes,F,NA,1980,6,Graduate Degree ,no,United States of America,parfois,An,01/11/21,02:34:51 AM,0,oui,NULL
CAMO_7394_21304,no,H,NA,1984,12,Graduate Degree ,no,Canada,NULL,NULL,01/11/21,02:57:28 AM,0,oui,NULL
CAMO_7334_21304,yes,F,NA,1994,2,Assoc_Degree_or_Bachelors_Degree,no,United States of America,parfois,Jamais,01/11/21,03:16:14 AM,0,oui,NULL
CAMO_9612_21304,no,F,NA,1992,9,Graduate Degree ,no,United States of America,NULL,NULL,01/11/21,03:18:27 AM,0,non,double_attempt
CAMO_6559_21304,yes,F,NA,1992,9,Graduate Degree ,no,United States of America,parfois,Jamais,01/11/21,03:18:28 AM,0,oui,double_attempt
CAMO_4038_21304,yes,F,NA,1984,2,Graduate Degree ,no,United States of America,parfois,An,01/11/21,03:27:48 AM,0,oui,NULL
CAMO_7317_21304,yes,H,NA,1988,10,Graduate Degree ,no,United States of America,souvent,An,01/11/21,03:36:20 AM,0,oui,NULL
CAMO_6085_21304,no,H,NA,1993,1,Graduate Degree ,no,Canada,NULL,NULL,01/11/21,04:07:19 AM,0,oui,NULL
CAMO_1855_21304,no,H,NA,1968,10,Graduate Degree ,no,anglo,NULL,NULL,01/11/21,08:14:32 AM,0,oui,NULL
CAMO_220_21304,yes,F,NA,1995,4,Doctorat_(Bac_+_8),no,France,parfois,An,01/11/21,09:16:18 AM,0,oui,NULL
CAMO_3823_21304,no,H,NA,1989,4,Graduate Degree ,no,Germany,NULL,NULL,01/11/21,10:01:41 AM,0,oui,NULL
CAMO_4320_21304,yes,F,NA,1988,3,Graduate Degree ,no,United States of America,parfois,An,01/11/21,12:53:45 PM,0,oui,NULL
CAMO_6834_21304,no,F,cis,1992,4,Assoc_Degree_or_Bachelors_Degree,no,United States of America,NULL,NULL,01/11/21,01:51:17 PM,0,oui,NULL
CAMO_9340_21304,yes,F,NA,1976,9,Graduate Degree ,no,Denmark,non,Mens,01/11/21,01:51:29 PM,0,oui,NULL
CAMO_2996_21304,no,F,NA,1997,9,Graduate Degree ,no,United States of America,NULL,NULL,01/11/21,02:10:44 PM,0,oui,NULL
CAMO_5346_21304,yes,F,NA,1988,8,Graduate Degree ,no,United States of America,parfois,An,01/11/21,03:50:29 PM,0,oui,NULL
CAMO_9679_21304,yes,F,NA,1990,4,Graduate Degree ,no,United States of America,Quotidiennement,An,01/11/21,03:58:16 PM,0,non,NULL
CAMO_9622_21304,yes,F,NA,1980,8,Graduate Degree ,no,United States of America,parfois,Jamais,01/11/21,04:30:58 PM,0,oui,NULL
CAMO_4851_21304,yes,F,NA,1955,9,Graduate Degree ,no,United States of America,non,An,01/11/21,04:33:15 PM,0,oui,NULL
CAMO_1194_21304,yes,H,NA,1971,3,Graduate Degree ,no,United States of America,parfois,An,01/11/21,04:58:25 PM,0,oui,NULL
CAMO_2430_21304,yes,H,NA,1947,3,Graduate Degree ,no,United States of America,parfois,An,01/11/21,05:05:50 PM,0,oui,NULL
CAMO_4553_21304,yes,F,NA,1989,9,Graduate Degree ,no,United States of America,parfois,An,01/11/21,05:21:43 PM,0,oui,NULL
CAMO_8425_21304,yes,NA,NA,1985,4,Graduate Degree ,no,United States of America,souvent,An,01/11/21,05:44:01 PM,0,non,NULL
CAMO_347_21304,yes,F,NA,1992,11,Assoc_Degree_or_Bachelors_Degree,no,United States of America,parfois,An,01/11/21,05:55:06 PM,0,oui,NULL
CAMO_8019_21304,no,F,NA,1987,2,Graduate Degree ,no,United States of America,NULL,NULL,01/11/21,07:13:08 PM,0,oui,NULL
CAMO_660_21304,yes,F,NA,1995,5,Assoc_Degree_or_Bachelors_Degree,no,United States of America,souvent,An,01/11/21,07:14:25 PM,0,oui,NULL
CAMO_5541_21304,yes,F,NA,1952,6,Graduate Degree ,no,Germany,non,Mens,01/11/21,07:41:08 PM,0,oui,NULL
CAMO_9761_21304,yes,F,NA,1993,4,High_School,no,United States of America,parfois,An,01/11/21,07:48:54 PM,0,oui,NULL
CAMO_8457_21304,yes,F,NA,2000,12,High_School,no,United States of America,parfois,An,01/11/21,09:28:18 PM,0,oui,NULL
CAMO_3049_21305,no,H,NA,1989,5,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,NULL,NULL,02/11/21,10:01:59 AM,0,oui,NULL
CAMO_9590_21305,yes,F,NA,1993,NA,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,non,An,02/11/21,11:23:01 AM,0,non,NULL
CAMO_4522_21305,yes,H,NA,1978,6,Doctorat_(Bac_+_8),no,France,parfois,An,02/11/21,11:51:29 AM,0,non,NULL
CAMO_1334_21305,yes,F,NA,1961,9,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,non,Jamais,02/11/21,02:02:42 PM,0,oui,NULL
CAMO_3388_21305,yes,F,NA,1975,7,Doctorat_(Bac_+_8),no,France,non,Mens,02/11/21,04:13:59 PM,0,non,NULL
CAMO_7961_21305,yes,F,NA,1997,9,Graduate Degree ,no,United States of America,parfois,An,02/11/21,04:36:32 PM,0,oui,NULL
CAMO_6385_21305,yes,H,NA,1955,5,Assoc_Degree_or_Bachelors_Degree,no,United States of America,non,Mens,02/11/21,05:38:10 PM,0,oui,NULL
CAMO_8513_21305,yes,F,NA,1993,3,Assoc_Degree_or_Bachelors_Degree,no,United States of America,non,An,02/11/21,10:09:21 PM,0,oui,NULL
CAMO_1540_21306,yes,H,NA,1986,9,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,parfois,An,03/11/21,07:36:52 AM,0,oui,NULL
CAMO_5638_21306,no,F,NA,1992,4,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,NULL,NULL,03/11/21,08:42:13 AM,0,oui,"Bonjour, j'ai voulu répondre au questionnaire depuis mon téléphone. Le mode mobile n'est pas compatible car l'image n'apparaît pas entièrement... Vous pourriez avoir des résultats biaisés notamment sur le temps de réaction pour détecter la cible. "
CAMO_6268_21306,yes,H,NA,1977,10,CAP_BEP_ou_diplome_de_meme_niveau ,yes,Philippines,parfois,An,03/11/21,09:53:14 AM,0,oui,NULL
CAMO_9686_21306,yes,F,NA,1990,5,Graduate Degree ,no,Spain,parfois,An,03/11/21,01:36:50 PM,0,oui,NULL
CAMO_3983_21306,no,F,NA,1981,2,Bac_general_technologique_professionnel_ou_equivalent,no,France,NULL,NULL,03/11/21,04:24:05 PM,0,oui,NULL
CAMO_8882_21306,no,H,NA,1971,9,Graduate Degree ,no,Italy,NULL,NULL,03/11/21,04:34:51 PM,0,oui,NULL
CAMO_7056_21307,no,F,NA,2000,8,High_School,no,United States of America,NULL,NULL,04/11/21,01:33:43 AM,0,non,NULL
CAMO_7324_21307,no,H,Mâle tout simplement,1942,11,Doctorat_(Bac_+_8),yes,France,NULL,NULL,04/11/21,10:35:27 AM,0,oui,NULL
CAMO_6216_21307,no,H,NA,1998,5,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,NULL,NULL,04/11/21,03:06:48 PM,0,non,double_attempt
CAMO_5833_21307,no,H,NA,1998,5,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,NULL,NULL,04/11/21,03:08:23 PM,0,non,double_attempt
CAMO_3423_21307,yes,H,NA,1998,5,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,parfois,Mens,04/11/21,03:09:17 PM,0,oui,double_attempt
CAMO_3857_21307,no,H,NA,2000,8,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,NULL,NULL,04/11/21,08:28:16 PM,0,oui,NULL
CAMO_7417_21307,yes,H,NA,1989,5,Graduate Degree ,no,United States of America,parfois,An,04/11/21,08:29:29 PM,0,oui,NULL
CAMO_8440_21308,yes,H,NA,1955,10,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,parfois,Jamais,05/11/21,09:57:19 AM,0,oui,NULL
CAMO_8376_21309,yes,F,NA,2000,8,High_School,no,United States of America,souvent,An,06/11/21,07:08:12 PM,0,oui,NULL
CAMO_2573_21309,no,H,NA,1971,9,Graduate Degree ,no,anglo,NULL,NULL,06/11/21,07:36:39 PM,0,oui,NULL
CAMO_7181_21309,no,H,NA,1971,9,Graduate Degree ,no,Italy,NULL,NULL,06/11/21,07:37:38 PM,0,non,NULL
CAMO_4142_21309,yes,H,NA,2000,6,High_School,no,United States of America,non,An,06/11/21,09:01:47 PM,0,oui,NULL
CAMO_3503_21310,yes,F,NA,1992,10,Graduate Degree ,no,Australia,parfois,An,07/11/21,09:58:46 AM,0,oui,NULL
CAMO_8899_21310,no,F,cis,2002,2,Assoc_Degree_or_Bachelors_Degree,no,United States of America,NULL,NULL,07/11/21,04:47:47 PM,0,oui,NULL
CAMO_439_21310,no,H,NA,1994,10,Doctorat_(Bac_+_8),no,franco,NULL,NULL,07/11/21,06:08:46 PM,0,non,NULL
CAMO_4117_21310,yes,F,NA,1996,1,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,non,An,07/11/21,10:08:26 PM,0,oui,NULL
CAMO_1705_21311,yes,F,female,1966,7,Assoc_Degree_or_Bachelors_Degree,no,New Zealand,parfois,An,08/11/21,12:07:11 AM,0,oui,NULL
CAMO_2734_21311,yes,F,NA,1967,2,Assoc_Degree_or_Bachelors_Degree,no,New Zealand,non,An,08/11/21,01:37:27 AM,0,oui,NULL
CAMO_295_21311,yes,H,NA,1987,9,Graduate Degree ,no,Australia,non,Jamais,08/11/21,03:55:28 AM,0,oui,NULL
CAMO_8423_21311,yes,F,NA,1986,4,Graduate Degree ,no,United States of America,souvent,An,08/11/21,10:45:14 PM,0,oui,NULL
CAMO_1641_21312,no,F,NA,2000,2,High_School,no,Switzerland,NULL,NULL,09/11/21,11:39:18 AM,0,oui,NULL
CAMO_676_21312,yes,H,NA,1962,7,Doctorat_(Bac_+_8),no,France,non,Mens,09/11/21,05:39:04 PM,0,non,"ma souris ne semble pas détecter de façon optimale le clic rapide. Pour la partie préférence, bon c'est très relatif (il n'y a rien de spécialement attractif ou répulsif). Pour les musées c'est moins d'une fois par mois et plus qu'une fois par an, plus proche de 1 x par mois."
CAMO_649_21312,yes,F,NA,1994,8,Graduate Degree ,no,Canada,non,Jamais,09/11/21,08:41:44 PM,0,oui,NULL
CAMO_9850_21313,yes,H,NA,1969,2,Graduate Degree ,no,United States of America,parfois,An,10/11/21,02:45:46 AM,0,oui,NULL
CAMO_6129_21313,yes,H,NA,2004,10,High_School,no,New Zealand,parfois,An,10/11/21,10:06:00 AM,0,oui,I hope you have a good day 3
CAMO_6223_21313,yes,F,NA,1972,7,Graduate Degree ,no,United States of America,non,An,10/11/21,02:44:59 PM,0,oui,NULL
CAMO_2301_21314,yes,H,NA,1974,10,Doctorat_(Bac_+_8),no,France,souvent,An,11/11/21,01:04:20 PM,0,oui,NULL
CAMO_1221_21315,yes,F,NA,1973,3,Bac_general_technologique_professionnel_ou_equivalent,no,France,souvent,An,12/11/21,09:00:25 AM,0,oui,NULL
CAMO_1570_21315,yes,F,cis,1981,NA,Estudios_universitarios_superiores,no,hispano,parfois,An,12/11/21,01:41:58 PM,0,oui,NULL
CAMO_9732_21315,yes,H,NA,1962,5,Graduate Degree ,no,United States of America,parfois,An,12/11/21,08:49:46 PM,0,oui,NULL
CAMO_2535_21316,yes,F,NA,1994,3,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,non,An,13/11/21,01:44:13 PM,0,oui,NULL
CAMO_2150_21316,yes,F,NA,1956,6,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,parfois,An,13/11/21,01:55:05 PM,0,non,NULL
CAMO_2307_21316,no,F,NA,2002,9,Bac_general_technologique_professionnel_ou_equivalent,no,France,NULL,NULL,13/11/21,02:46:53 PM,0,oui,NULL
CAMO_460_21317,no,F,NA,1992,3,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,NULL,NULL,14/11/21,10:13:20 AM,0,oui,NULL
CAMO_6429_21317,yes,F,NA,1966,9,Assoc_Degree_or_Bachelors_Degree,no,Switzerland,parfois,An,14/11/21,05:35:01 PM,0,oui,NULL
CAMO_8156_21319,yes,H,NA,1967,4,Graduate Degree ,no,United States of America,parfois,An,16/11/21,02:53:43 AM,0,oui,NULL
CAMO_6045_21319,no,H,NA,1976,8,Graduate Degree ,no,Thailand,NULL,NULL,16/11/21,04:38:52 AM,0,oui,NULL
CAMO_7164_21319,yes,H,NA,1965,5,Doctorat_(Bac_+_8),no,France,parfois,Hebdo,16/11/21,12:00:08 PM,0,non,"Pour tâche numéro 2: désolé, je n'arrive pas à avoir une préférence pour un motif ou un autre.  Vous pouvez considérer que j'ai répondu au hasard. "
CAMO_2083_21319,no,F,NA,1943,2,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,NULL,NULL,16/11/21,04:57:40 PM,0,oui,NULL
CAMO_6735_21319,yes,NB,NA,1970,1,Bac_general_technologique_professionnel_ou_equivalent,no,France,non,Mens,16/11/21,06:27:20 PM,0,oui,NULL
CAMO_7209_21321,no,F,NA,1991,8,Graduate Degree ,no,Thailand,NULL,NULL,18/11/21,09:17:30 AM,0,non,double_attempt
CAMO_809_21321,yes,F,NA,1991,8,Graduate Degree ,no,Thailand,non,Jamais,18/11/21,09:18:51 AM,0,oui,double_attempt
CAMO_3977_21321,yes,F,cis,1982,1,Graduate Degree ,no,United States of America,parfois,Mens,18/11/21,06:44:51 PM,0,oui,cool :)
CAMO_1268_21321,yes,F,NA,1980,12,Estudios_universitarios_superiores,no,hispano,non,An,18/11/21,10:36:17 PM,0,oui,NULL
CAMO_9732_21322,yes,F,NA,1970,9,Graduate Degree ,no,Belgium,parfois,Mens,19/11/21,09:17:54 AM,0,oui,NULL
CAMO_1382_21322,yes,F,NA,1979,12,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,non,Jamais,19/11/21,12:36:24 PM,0,oui,NULL
CAMO_5394_21322,yes,F,NA,1965,5,Graduate Degree ,no,Australia,souvent,An,19/11/21,11:19:03 PM,0,oui,NULL
CAMO_553_21323,no,F,NA,1963,12,Graduate Degree ,no,United States of America,NULL,NULL,20/11/21,12:56:42 AM,0,oui,NULL
CAMO_8401_21323,yes,F,NA,1982,1,Graduate Degree ,no,Germany,parfois,An,20/11/21,10:06:28 AM,0,oui,NULL
CAMO_1236_21323,yes,F,NA,1965,2,Graduate Degree ,no,United Kingdom,parfois,An,20/11/21,10:08:02 AM,0,oui,NULL
CAMO_7079_21323,yes,F,NA,1970,9,Graduate Degree ,no,Australia,parfois,An,20/11/21,11:03:10 AM,0,oui,NULL
CAMO_1136_21323,yes,H,NA,2001,8,Bac_general_technologique_professionnel_ou_equivalent,no,France,parfois,An,20/11/21,05:28:10 PM,0,oui,NULL
CAMO_5440_21323,yes,F,NA,2001,5,Bac_general_technologique_professionnel_ou_equivalent,no,France,parfois,An,20/11/21,05:30:34 PM,0,oui,NULL
CAMO_2048_21323,yes,F,NA,1997,10,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,non,Jamais,20/11/21,05:30:43 PM,0,oui,NULL
CAMO_2468_21323,yes,F,NA,2001,2,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,parfois,An,20/11/21,05:39:29 PM,0,oui,NULL
CAMO_9504_21323,no,F,NA,2001,1,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,NULL,NULL,20/11/21,05:41:21 PM,0,oui,NULL
CAMO_8677_21323,yes,F,Femme ,2000,10,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,parfois,Jamais,20/11/21,05:43:32 PM,0,oui,NULL
CAMO_1893_21323,no,F,NA,2001,12,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,NULL,NULL,20/11/21,05:43:36 PM,0,oui,NULL
CAMO_9081_21323,yes,F,NA,2001,8,Bac_general_technologique_professionnel_ou_equivalent,no,France,non,Jamais,20/11/21,06:08:37 PM,0,oui,NULL
CAMO_3010_21323,yes,H,NA,2001,7,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,souvent,An,20/11/21,06:12:10 PM,0,oui,NULL
CAMO_2914_21323,no,F,NA,1999,2,High_School,no,France,NULL,NULL,20/11/21,06:24:06 PM,0,oui,NULL
CAMO_2109_21323,yes,F,Femme,1998,6,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,non,Mens,20/11/21,06:25:09 PM,0,oui,NULL
CAMO_698_21323,yes,F,NA,2000,9,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,parfois,An,20/11/21,06:50:29 PM,0,oui,NULL
CAMO_3515_21323,no,F,NA,2000,11,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,NULL,NULL,20/11/21,07:00:25 PM,0,oui,NULL
CAMO_3240_21323,yes,F,NA,2002,4,Bac_general_technologique_professionnel_ou_equivalent,no,France,parfois,Hebdo,20/11/21,07:06:09 PM,0,oui,NULL
CAMO_4432_21323,yes,F,Femme,2000,1,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,non,Jamais,20/11/21,07:38:07 PM,0,oui,NULL
CAMO_9798_21323,yes,F,NA,2000,12,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,parfois,An,20/11/21,07:46:51 PM,0,oui,NULL
CAMO_681_21323,yes,F,NA,2001,7,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,parfois,An,20/11/21,07:54:46 PM,0,oui,NULL
CAMO_5654_21324,yes,H,NA,2001,5,Bac_general_technologique_professionnel_ou_equivalent,no,France,souvent,An,21/11/21,02:30:55 AM,0,oui,NULL
CAMO_4781_21324,no,F,Femme,1997,5,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,NULL,NULL,21/11/21,12:25:30 PM,0,oui,NULL
CAMO_7296_21324,yes,NB,NA,2001,2,Bac_general_technologique_professionnel_ou_equivalent,no,France,non,An,21/11/21,02:20:02 PM,0,oui,NULL
CAMO_6499_21324,yes,H,NA,1997,12,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,Quotidiennement,An,21/11/21,02:54:06 PM,0,non,NULL
CAMO_8931_21324,no,H,NA,1968,10,Doctorat_(Bac_+_8),no,France,NULL,NULL,21/11/21,03:30:07 PM,0,oui,NULL
CAMO_7036_21324,no,H,NA,2001,6,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,NULL,NULL,21/11/21,06:16:07 PM,0,oui,NULL
CAMO_6901_21324,no,H,NA,1999,10,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,NULL,NULL,21/11/21,06:51:14 PM,0,non,double_attempt
CAMO_1928_21324,yes,H,NA,1999,10,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,non,An,21/11/21,06:57:21 PM,0,oui,double_attempt
CAMO_7989_21324,no,F,NA,2000,6,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,NULL,NULL,21/11/21,08:52:53 PM,0,oui,NULL
CAMO_9767_21324,no,F,NA,1981,4,Graduate Degree ,no,United States of America,NULL,NULL,21/11/21,09:53:35 PM,0,oui,NULL
CAMO_5511_21324,yes,H,NA,2000,9,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,France,parfois,Jamais,21/11/21,10:58:33 PM,0,oui,NULL
